onset	duration	trial_type	sample	stim_file	subject	experiment	session	list	serialpos	item_name	item_num	recalled	repeats	is_repeat
-0.00048828125	n/a	SESS_START	-1	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	n/a	n/a	n/a	0	n/a	0
-0.00048828125	n/a	TRIAL_START	-1	n/a	LTP502	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
2.77490234375	n/a	SESS_START	5683	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	n/a	n/a	n/a	0	n/a	0
58.57373046875	n/a	TRIAL_START	119959	n/a	LTP502	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
73.58935546875	n/a	COUNTDOWN	150711	n/a	LTP502	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
77.52294921875	n/a	WORD	158767	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	0	COAT	71	1	2	0
79.1220703125	n/a	WORD_OFF	162042	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	0	n/a	n/a	0	n/a	0
81.82177734375	n/a	WORD	167571	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	1	GOAT	118	1	1	0
83.421875	n/a	WORD_OFF	170848	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	1	n/a	n/a	0	n/a	0
86.28857421875	n/a	WORD	176719	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	2	CHEESECAKE	78	1	1	0
87.888671875	n/a	WORD_OFF	179996	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	2	n/a	n/a	0	n/a	0
90.47265625	n/a	WORD	185288	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	3	GNAT	169	0	2	0
92.07275390625	n/a	WORD_OFF	188565	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	3	n/a	n/a	0	n/a	0
94.67236328125	n/a	WORD	193889	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	4	PHONE	88	1	2	0
96.2724609375	n/a	WORD_OFF	197166	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	4	n/a	n/a	0	n/a	0
98.87255859375	n/a	WORD	202491	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	5	FOREST	202	1	1	0
100.47216796875	n/a	WORD_OFF	205767	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	5	n/a	n/a	0	n/a	0
103.38916015625	n/a	WORD	211741	n/a	LTP502	ltpDelayRepFRReadOnly	0	0	6	PEAS	270	1	2	0
