onset	duration	trial_type	sample	stim_file	subject	experiment	session	list	serialpos	item_name	item_num	recalled	repeats	is_repeat
16.8203125	n/a	SESS_START	34448	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	n/a	n/a	0	n/a	0
268.80810546875	n/a	TRIAL_START	550519	n/a	LTP521	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
376.67041015625	n/a	COUNTDOWN	771421	n/a	LTP521	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
380.58740234375	n/a	WORD	779443	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	0	BOOKCASE	155	1	1	0
382.1884765625	n/a	WORD_OFF	782722	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	0	n/a	n/a	0	n/a	0
384.92138671875	n/a	WORD	788319	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	1	PEELER	189	1	2	0
386.52099609375	n/a	WORD_OFF	791595	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	1	n/a	n/a	0	n/a	0
389.18798828125	n/a	WORD	797057	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	2	TOE	47	1	1	0
390.787109375	n/a	WORD_OFF	800332	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	2	n/a	n/a	0	n/a	0
393.7548828125	n/a	WORD	806410	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	3	PLANKTON	214	1	2	0
395.35400390625	n/a	WORD_OFF	809685	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	3	n/a	n/a	0	n/a	0
398.13671875	n/a	WORD	815384	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	4	FOOTBALL	250	0	2	0
399.73681640625	n/a	WORD_OFF	818661	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	4	n/a	n/a	0	n/a	0
402.603515625	n/a	WORD	824532	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	5	GUITAR	171	0	1	0
404.20361328125	n/a	WORD_OFF	827809	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	5	n/a	n/a	0	n/a	0
406.736328125	n/a	WORD	832996	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	6	LAMB	119	0	1	0
408.33740234375	n/a	WORD_OFF	836275	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	6	n/a	n/a	0	n/a	0
411.12060546875	n/a	WORD	841975	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	7	RULER	226	1	1	0
412.72119140625	n/a	WORD_OFF	845253	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	7	n/a	n/a	0	n/a	0
415.66943359375	n/a	WORD	851291	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	8	SILK	99	1	2	0
417.26904296875	n/a	WORD_OFF	854567	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	8	n/a	n/a	0	n/a	0
420.1689453125	n/a	WORD	860506	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	9	PHONE	88	1	2	0
421.77001953125	n/a	WORD_OFF	863785	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	9	n/a	n/a	0	n/a	0
424.77001953125	n/a	WORD	869929	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	10	PEACH	139	1	2	0
426.3701171875	n/a	WORD_OFF	873206	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	10	n/a	n/a	0	n/a	0
429.15283203125	n/a	WORD	878905	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	11	ORANGUTAN	311	1	1	0
430.7529296875	n/a	WORD_OFF	882182	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	11	n/a	n/a	0	n/a	0
433.36962890625	n/a	WORD	887541	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	12	PEELER	189	1	2	1
434.96875	n/a	WORD_OFF	890816	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	12	n/a	n/a	0	n/a	0
437.58544921875	n/a	WORD	896175	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	13	FOOTBALL	250	0	2	1
439.1865234375	n/a	WORD_OFF	899454	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	13	n/a	n/a	0	n/a	0
442.0361328125	n/a	WORD	905290	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	14	SILK	99	1	2	1
443.63623046875	n/a	WORD_OFF	908567	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	14	n/a	n/a	0	n/a	0
446.63623046875	n/a	WORD	914711	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	15	PLANKTON	214	1	2	1
448.2353515625	n/a	WORD_OFF	917986	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	15	n/a	n/a	0	n/a	0
451.1201171875	n/a	WORD	923894	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	16	PHONE	88	1	2	1
452.71826171875	n/a	WORD_OFF	927167	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	16	n/a	n/a	0	n/a	0
455.6357421875	n/a	WORD	933142	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	17	PEACH	139	1	2	1
457.23583984375	n/a	WORD_OFF	936419	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	17	n/a	n/a	0	n/a	0
475.21923828125	n/a	REC_START	973249	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	n/a	n/a	0	n/a	0
476.4833984375	n/a	REC_WORD	975838	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	BOOKCASE	155	0	1	1
478.04833984375	n/a	REC_WORD	979043	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	PEELER	189	0	2	1
479.59033203125	n/a	REC_WORD	982201	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	TOE	47	0	1	1
481.36083984375	n/a	REC_WORD	985827	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	PLANKTON	214	0	2	1
482.78125	n/a	REC_WORD	988736	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	RULER	226	0	1	1
484.2607421875	n/a	REC_WORD	991766	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	PEACH	139	0	2	1
485.88916015625	n/a	REC_WORD	995101	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	PHONE	88	0	2	1
487.36279296875	n/a	REC_WORD	998119	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	SILK	99	0	2	1
493.61279296875	n/a	REC_WORD	1010919	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	ORANGUTAN	311	0	1	1
505.7373046875	n/a	REC_END	1035750	n/a	LTP521	ltpDelayRepFRReadOnly	0	0	n/a	n/a	n/a	0	n/a	0
529.732421875	n/a	TRIAL_START	1084892	n/a	LTP521	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
540.8330078125	n/a	COUNTDOWN	1107626	n/a	LTP521	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
544.8828125	n/a	WORD	1115920	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	0	COUCH	148	1	2	0
546.48291015625	n/a	WORD_OFF	1119197	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	0	n/a	n/a	0	n/a	0
549.099609375	n/a	WORD	1124556	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	1	HICKORY	263	1	2	0
550.69873046875	n/a	WORD_OFF	1127831	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	1	n/a	n/a	0	n/a	0
553.36572265625	n/a	WORD	1133293	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	2	TRUMPET	175	1	2	0
554.966796875	n/a	WORD_OFF	1136572	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	2	n/a	n/a	0	n/a	0
557.599609375	n/a	WORD	1141964	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	3	WINDOW	51	1	1	0
559.19970703125	n/a	WORD_OFF	1145241	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	3	n/a	n/a	0	n/a	0
561.83251953125	n/a	WORD	1150633	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	4	STEREO	89	0	1	0
563.4326171875	n/a	WORD_OFF	1153910	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	4	n/a	n/a	0	n/a	0
566.01513671875	n/a	WORD	1159199	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	5	GOAT	118	1	2	0
567.615234375	n/a	WORD_OFF	1162476	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	5	n/a	n/a	0	n/a	0
570.26513671875	n/a	WORD	1167903	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	6	HILLS	199	1	2	0
571.865234375	n/a	WORD_OFF	1171180	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	6	n/a	n/a	0	n/a	0
574.68212890625	n/a	WORD	1176949	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	7	ONION	276	0	2	0
576.28173828125	n/a	WORD_OFF	1180225	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	7	n/a	n/a	0	n/a	0
578.931640625	n/a	WORD	1185652	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	8	COUCH	148	1	2	1
580.53076171875	n/a	WORD_OFF	1188927	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	8	n/a	n/a	0	n/a	0
583.11474609375	n/a	WORD	1194219	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	9	RATCHET	239	1	1	0
584.71484375	n/a	WORD_OFF	1197496	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	9	n/a	n/a	0	n/a	0
587.298828125	n/a	WORD	1202788	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	10	HICKORY	263	1	2	1
588.8984375	n/a	WORD_OFF	1206064	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	10	n/a	n/a	0	n/a	0
591.57958984375	n/a	WORD	1211555	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	11	TRUMPET	175	1	2	1
593.1982421875	n/a	WORD_OFF	1214870	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	11	n/a	n/a	0	n/a	0
595.697265625	n/a	WORD	1219988	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	12	CRICKET	167	0	1	0
597.29736328125	n/a	WORD_OFF	1223265	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	12	n/a	n/a	0	n/a	0
600.080078125	n/a	WORD	1228964	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	13	REFRIGERATOR	2	1	1	0
601.68115234375	n/a	WORD_OFF	1232243	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	13	n/a	n/a	0	n/a	0
604.6640625	n/a	WORD	1238352	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	14	GOAT	118	1	2	1
606.26416015625	n/a	WORD_OFF	1241629	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	14	n/a	n/a	0	n/a	0
608.998046875	n/a	WORD	1247228	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	15	TRUCK	279	0	1	0
610.59765625	n/a	WORD_OFF	1250504	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	15	n/a	n/a	0	n/a	0
613.24755859375	n/a	WORD	1255931	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	16	ONION	276	0	2	1
614.8466796875	n/a	WORD_OFF	1259206	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	16	n/a	n/a	0	n/a	0
617.74658203125	n/a	WORD	1265145	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	17	HILLS	199	1	2	1
619.34765625	n/a	WORD_OFF	1268424	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	17	n/a	n/a	0	n/a	0
637.1630859375	n/a	REC_START	1304910	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	n/a	n/a	n/a	0	n/a	0
638.3740234375	n/a	REC_WORD	1307390	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	n/a	HICKORY	263	0	2	1
639.5517578125	n/a	REC_WORD	1309802	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	n/a	HILLS	199	0	2	1
641.24462890625	n/a	REC_WORD	1313269	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	n/a	COUCH	148	0	2	1
642.78076171875	n/a	REC_WORD	1316415	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	n/a	WINDOW	51	0	1	1
644.0478515625	n/a	REC_WORD	1319010	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	n/a	REFRIGERATOR	2	0	1	1
646.14453125	n/a	REC_WORD	1323304	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	n/a	GOAT	118	0	2	1
653.6484375	n/a	REC_WORD	1338672	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	n/a	TRUMPET	175	0	2	1
658.5732421875	n/a	REC_WORD	1348758	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	n/a	RATCHET	239	0	1	1
667.66796875	n/a	REC_END	1367384	n/a	LTP521	ltpDelayRepFRReadOnly	0	1	n/a	n/a	n/a	0	n/a	0
667.66796875	n/a	TRIAL_START	1367384	n/a	LTP521	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
681.32958984375	n/a	COUNTDOWN	1395363	n/a	LTP521	ltpDelayRepFRReadOnly	0	n/a	n/a	n/a	n/a	0	n/a	0
685.3955078125	n/a	WORD	1403690	n/a	LTP521	ltpDelayRepFRReadOnly	0	2	0	CELERY	271	0	2	0
686.9951171875	n/a	WORD_OFF	1406966	n/a	LTP521	ltpDelayRepFRReadOnly	0	2	0	n/a	n/a	0	n/a	0
689.87841796875	n/a	WORD	1412871	n/a	LTP521	ltpDelayRepFRReadOnly	0	2	1	UNDERWEAR	69	0	1	0
