onset	duration	trial_type	sample	stim_file	subject	experiment	session	list	serialpos	item_name	item_num	recalled	repeats	is_repeat
11.0927734375	n/a	SESS_START	22718	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	n/a	n/a	n/a	0	n/a	0
61.59619140625	n/a	TRIAL_START	126149	n/a	LTP519	ltpDelayRepFRReadOnly	3	n/a	n/a	n/a	n/a	0	n/a	0
138.31005859375	n/a	COUNTDOWN	283259	n/a	LTP519	ltpDelayRepFRReadOnly	3	n/a	n/a	n/a	n/a	0	n/a	0
142.2109375	n/a	WORD	291248	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	0	FLOOR	54	1	2	0
143.81005859375	n/a	WORD_OFF	294523	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	0	n/a	n/a	0	n/a	0
146.34521484375	n/a	WORD	299715	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	1	EVERGREEN	258	1	1	0
147.94384765625	n/a	WORD_OFF	302989	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	1	n/a	n/a	0	n/a	0
150.927734375	n/a	WORD	309100	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	2	COTTON	98	0	2	0
152.52783203125	n/a	WORD_OFF	312377	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	2	n/a	n/a	0	n/a	0
155.16064453125	n/a	WORD	317769	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	3	SUNFLOWER	131	0	1	0
156.759765625	n/a	WORD_OFF	321044	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	3	n/a	n/a	0	n/a	0
159.54345703125	n/a	WORD	326745	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	4	BEE	161	1	2	0
161.1435546875	n/a	WORD_OFF	330022	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	4	n/a	n/a	0	n/a	0
163.65966796875	n/a	WORD	335175	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	5	SPARROW	27	1	2	0
165.25927734375	n/a	WORD_OFF	338451	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	5	n/a	n/a	0	n/a	0
168.25927734375	n/a	WORD	344595	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	6	MOPED	289	0	2	0
169.859375	n/a	WORD_OFF	347872	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	6	n/a	n/a	0	n/a	0
172.45947265625	n/a	WORD	353197	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	7	HILLS	199	0	2	0
174.05908203125	n/a	WORD_OFF	356473	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	7	n/a	n/a	0	n/a	0
177.05908203125	n/a	WORD	362617	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	8	FLOOR	54	1	2	1
178.6591796875	n/a	WORD_OFF	365894	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	8	n/a	n/a	0	n/a	0
181.22607421875	n/a	WORD	371151	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	9	DOLLHOUSE	246	1	1	0
182.826171875	n/a	WORD_OFF	374428	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	9	n/a	n/a	0	n/a	0
185.41015625	n/a	WORD	379720	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	10	COTTON	98	0	2	1
187.009765625	n/a	WORD_OFF	382996	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	10	n/a	n/a	0	n/a	0
189.5087890625	n/a	WORD	388114	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	11	HURRICANE	300	1	1	0
191.126953125	n/a	WORD_OFF	391428	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	11	n/a	n/a	0	n/a	0
194.07568359375	n/a	WORD	397467	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	12	PIANO	170	0	1	0
195.67578125	n/a	WORD_OFF	400744	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	12	n/a	n/a	0	n/a	0
198.35986328125	n/a	WORD	406241	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	13	SPARROW	27	1	2	1
199.9765625	n/a	WORD_OFF	409552	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	13	n/a	n/a	0	n/a	0
202.8935546875	n/a	WORD	415526	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	14	MOPED	289	0	2	1
204.49365234375	n/a	WORD_OFF	418803	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	14	n/a	n/a	0	n/a	0
207.20947265625	n/a	WORD	424365	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	15	APPLE	134	0	1	0
208.810546875	n/a	WORD_OFF	427644	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	15	n/a	n/a	0	n/a	0
211.34326171875	n/a	WORD	432831	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	16	BEE	161	1	2	1
212.943359375	n/a	WORD_OFF	436108	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	16	n/a	n/a	0	n/a	0
215.47607421875	n/a	WORD	441295	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	17	HILLS	199	0	2	1
217.076171875	n/a	WORD_OFF	444572	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	17	n/a	n/a	0	n/a	0
234.77685546875	n/a	REC_START	480823	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	n/a	n/a	n/a	0	n/a	0
235.92138671875	n/a	REC_WORD	483167	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	n/a	FLOOR	54	0	2	1
237.2705078125	n/a	REC_WORD	485930	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	n/a	EVERGREEN	258	0	1	1
238.40673828125	n/a	REC_WORD	488257	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	n/a	BEE	161	0	2	1
239.609375	n/a	REC_WORD	490720	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	n/a	SPARROW	27	0	2	1
240.86962890625	n/a	REC_WORD	493301	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	n/a	DOLLHOUSE	246	0	1	1
242.09521484375	n/a	REC_WORD	495811	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	n/a	HURRICANE	300	0	1	1
257.43505859375	n/a	REC_WORD	527227	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	n/a	FLOOR	54	0	2	1
265.27880859375	n/a	REC_END	543291	n/a	LTP519	ltpDelayRepFRReadOnly	3	0	n/a	n/a	n/a	0	n/a	0
296.73974609375	n/a	TRIAL_START	607723	n/a	LTP519	ltpDelayRepFRReadOnly	3	n/a	n/a	n/a	n/a	0	n/a	0
304.3076171875	n/a	COUNTDOWN	623222	n/a	LTP519	ltpDelayRepFRReadOnly	3	n/a	n/a	n/a	n/a	0	n/a	0
308.37353515625	n/a	WORD	631549	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	0	CAR	278	1	2	0
309.974609375	n/a	WORD_OFF	634828	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	0	n/a	n/a	0	n/a	0
312.9404296875	n/a	WORD	640902	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	1	MARBLES	251	1	2	0
314.54052734375	n/a	WORD_OFF	644179	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	1	n/a	n/a	0	n/a	0
317.50732421875	n/a	WORD	650255	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	2	PHONE	88	0	2	0
319.1064453125	n/a	WORD_OFF	653530	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	2	n/a	n/a	0	n/a	0
321.72314453125	n/a	WORD	658889	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	3	SANDER	238	0	2	0
323.34033203125	n/a	WORD_OFF	662201	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	3	n/a	n/a	0	n/a	0
325.990234375	n/a	WORD	667628	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	4	SPANDEX	103	1	2	0
327.59130859375	n/a	WORD_OFF	670907	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	4	n/a	n/a	0	n/a	0
330.40625	n/a	WORD	676672	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	5	COOKIE	79	0	1	0
332.005859375	n/a	WORD_OFF	679948	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	5	n/a	n/a	0	n/a	0
334.64013671875	n/a	WORD	685343	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	6	SPIDER	168	0	2	0
336.23974609375	n/a	WORD_OFF	688619	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	6	n/a	n/a	0	n/a	0
339.07373046875	n/a	WORD	694423	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	7	VALLEY	200	0	1	0
340.6728515625	n/a	WORD_OFF	697698	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	7	n/a	n/a	0	n/a	0
343.37353515625	n/a	WORD	703229	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	8	CAR	278	1	2	1
344.9736328125	n/a	WORD_OFF	706506	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	8	n/a	n/a	0	n/a	0
347.505859375	n/a	WORD	711692	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	9	COFFEE	18	0	1	0
349.10546875	n/a	WORD_OFF	714968	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	9	n/a	n/a	0	n/a	0
351.83935546875	n/a	WORD	720567	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	10	MARBLES	251	1	2	1
353.439453125	n/a	WORD_OFF	723844	n/a	LTP519	ltpDelayRepFRReadOnly	3	1	10	n/a	n/a	0	n/a	0
